Study,Year,DOI_or_ID,Source_URL,Source_Access,Source_File,Inclusion_Tier,Reliability_Tier,Mn_wt,C_wt,Al_wt,Si_wt,Cu_wt,Ni_wt,Cr_wt,Mo_wt,Nb_wt,V_wt,T_anneal_C,Time_sec,RA_fraction,RA_pct,Measurement_Method,Data_Quality,Initial_Condition,Source_Ref,Extraction_Note,ML_Ready,Row_Key,Synthetic_ID,Ac1_proxy_C,f_eq_proxy,n_proxy,tau_proxy_sec
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,7.167037757545975,0.10613071860138404,0.015864933215536742,0.05571119104815625,0.0,0.0,0.0,0.0,0.0,0.0,838.0739123787718,1093.0259294914151,0.0,0.0,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,demoor_2011|7.1|0.11|0.0|0.0|600.0|600.0|0.08|xrd,syn_00001,644.5366151670219,0.5499748980126496,2.3485062068915146,45947635.514419846
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,6.771203496627091,0.09550771163812578,0.0809211135599201,0.057681489738799656,0.0,0.0,0.0,0.0,0.0,0.0,644.6521919014423,341743.9474755124,0.0,0.0,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,demoor_2015|7.0|0.1|0.0|0.0|620.0|604800.0|0.4|xrd,syn_00002,650.5023063013532,0.2459128161332159,1.7011612398315947,486870874.87068224
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,9.565099263077421,0.1895501013124183,4.167495644574968,0.04499477509929706,0.0,0.0,0.0,0.0,0.0,0.0,659.7693300980753,376.3888141952267,0.0,0.0,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,pmc11173901_2024|9.4|0.2|4.3|0.0|850.0|3600.0|0.536|xrd,syn_00003,698.6784451860259,0.16172731582093844,1.6776790755925155,203376988.42640808
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,4.206924237606067,0.3164272439298375,0.3943231653851205,0.026406642195937073,0.0,2.0,0.0,0.0,0.0,0.0,695.786798542666,117815.8746768392,0.0,0.0,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|650.0|1200.0|0.34|xrd,syn_00004,709.365853715675,0.21704100014802222,1.6859430607791481,119385137.35471706
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,5.370772258496156,0.12351969281557139,2.0746237965841208,0.02476957842938638,0.0,0.0,0.0,0.0,0.0,0.0,702.3484765161559,217584.42842932986,0.0,0.0,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,lee_decooman_2014|5.8|0.12|2.0|0.0|625.0|180.0|0.05|xrd,syn_00005,703.4228182495237,0.24830747905681425,1.721193858381147,139457579.36617723
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,4.71352050849029,0.17614025452595874,0.005904013350833465,0.016653626973289804,0.0,0.0,0.0,0.0,0.0,0.0,625.7106121440195,44124.15569055164,0.010081061246354862,1.0081061246354863,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,luo_2011|5.0|0.2|0.0|0.0|650.0|1800.0|0.03|xrd,syn_00006,667.0031224626848,0.1182634697786241,1.5557791936543606,485607572.4552966
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,6.428124888696803,0.15522711007140963,2.932060043086973,0.504455823325298,0.0,0.0,0.0,0.0,0.0,0.0,575.3653882665981,251.88224990354155,0.0,0.0,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,hu_2016_mn_al_trip|6.4|0.18|2.8|0.48|600.0|300.0|0.153|xrd,syn_00007,722.1069801589506,0.02,1.467106697403932,829216189.2572844
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,7.030426629684412,0.11637026679808632,0.0,0.028521755019852144,0.0,0.0,0.0,0.0,0.0,0.0,714.7882365523986,396.16622140367525,0.0,0.0,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,demoor_2011|7.1|0.11|0.0|0.0|600.0|600.0|0.08|xrd,syn_00008,644.5314587955214,0.4863087440246948,2.011624941189639,181801107.889138
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,4.996303745349056,0.18777070356808198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.84068066682585,454243.69506747107,0.0,0.0,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,shi_2010|5.0|0.2|0.0|0.0|650.0|3600.0|0.3|xrd,syn_00009,662.9675752998822,0.02,1.2754688931431317,4638425876.697749
synthetic_calphad_surrogate_pool,2026,synthetic_calphad_surrogate,,generated_local_surrogate,generated_physics_surrogate.csv,synthetic_calphad_surrogate,synthetic_calphad_surrogate,4.8123303359338125,0.20453061732650488,0.0692717864960446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.8557824963397,63.61019860891113,0.004565756130274561,0.4565756130274561,synthetic_surrogate,generated_physics_surrogate,synthetic_surrogate,two_stage_jmak_like_proxy,Synthetic surrogate generated from empirical Ac1 proxy and two-stage time evolution. Not experimental.,True,luo_2011|5.0|0.2|0.0|0.0|650.0|172800.0|0.38|xrd,syn_00010,665.7349295290014,0.44475514817499634,1.932700063328292,107276697.07005754
